il,ilce,yagis_ort,yagis_std,yagis_min,yagis_max,ndvi_ort,ndvi_peak,ndvi_std,yagis_norm,ndvi_norm,peak_norm,kuraklik_riski,tarim_skoru,il_tarim_skoru
Adana,Aladağ,1056.1833333333334,194.79351546359723,818.7,1372.4,0.4283885101010101,0.45408333333333334,0.02159726820981939,0.37697527279396026,0.6469552643479907,0.6013415298298403,0.6230247272060397,5.4334,4.339798595354475
Adana,Ceyhan,959.2333333333332,209.37318516626402,695.7,1221.2,0.33476199494949493,0.34752500000000003,0.009578775181616454,0.33252590396429976,0.5292862204676464,0.476092245847879,0.6674740960357002,4.4978,4.339798595354475
Adana,Feke,809.0333333333333,177.79503555123986,573.3,1122.1,0.5355722222222222,0.5553166666666667,0.015706114048946635,0.263662621878534,0.7816628832787912,0.7203317778796463,0.7363373781214659,5.881,4.339798595354475
Adana,Karaisalı,840.5666666666666,143.56813945533548,682.2,1077.5,0.43522121212121206,0.449525,0.010342229685905886,0.2781199376470947,0.655542548757064,0.5959836383511407,0.7218800623529054,5.1153,4.339798595354475
Adana,Karataş,796.25,146.751255531256,605.1,951.1,0.0208,0.0332,0.01313072520634121,0.2578017544395879,0.1347013349714065,0.10663281497937162,0.7421982455604121,1.7217,4.339798595354475
Adana,Kozan,987.8333333333334,180.91804406047143,833.4,1314.0,0.4476770202020202,0.4557166666666667,0.006448472863017654,0.3456383531497386,0.6711969071965925,0.6032613593176377,0.6543616468502613,5.4366,4.339798595354475
Adana,Pozantı,1025.6499999999999,205.06560657506662,829.9,1355.1,0.4213704292929293,0.4387181818181818,0.010508262047639506,0.3629764342696456,0.6381349973838144,0.5832812414849863,0.6370235657303545,5.3086,4.339798595354475
Adana,Saimbeyli,859.6999999999999,154.96331178701615,679.0,1123.1,0.40641565656565654,0.44386666666666663,0.026847811066459375,0.2868921355870036,0.6193399604712657,0.5893328004827,0.7131078644129965,4.9698,4.339798595354475
Adana,Sarıçam,842.2333333333332,205.48350460965636,573.1,1170.6,0.2992486111111111,0.313825,0.00862444751316905,0.27888406638750485,0.48465328807177827,0.4364810700894484,0.7211159336124952,4.03,4.339798595354475
Adana,Seyhan,878.0666666666666,222.4668125061954,574.6,1234.3,0.20154305555555554,0.2081666666666667,0.004529215092248542,0.2953128343063238,0.3618577393384445,0.3122896513354569,0.7046871656936762,3.2865,4.339798595354475
Adana,Tufanbeyli,621.1333333333333,107.59999380421296,516.2,766.7,0.22383676767676766,0.2807818181818182,0.039954835490571924,0.17751474768468986,0.3898762956801116,0.3976419222372888,0.8224852523153101,3.171,4.339798595354475
Adana,Yumurtalık,873.9333333333334,199.55999265049766,670.3,1144.2,0.01322209595959596,0.03421818181818182,0.01724931191595984,0.2934177950301066,0.12517748671529724,0.1078295918029336,0.7065822049698933,1.8059,4.339798595354475
Adana,Yüreğir,842.2333333333332,205.48350460965636,573.1,1170.6,0.24528333333333333,0.254025,0.005443956894269704,0.27888406638750485,0.4168301652248788,0.36619180271988905,0.7211159336124952,3.5842,4.339798595354475
Adana,Çukurova,878.0666666666666,222.4668125061954,574.6,1234.3,0.09238333333333333,0.11068333333333334,0.015775793693715276,0.2953128343063238,0.22466668696031905,0.1977071750688592,0.7046871656936762,2.44,4.339798595354475
Adana,İmamoğlu,975.7333333333332,194.74024408597896,794.9,1331.8,0.3800309343434343,0.38936666666666664,0.0071503840177729065,0.3400907784943606,0.5861798558586663,0.5252731839000748,0.6599092215056395,4.8787,4.339798595354475
Adıyaman,Besni,759.4499999999999,193.13126883029582,491.8,975.1,0.22138194444444445,0.24316666666666667,0.020712588373489913,0.240929791851331,0.3867910937779017,0.35342885464539964,0.759070208148669,3.2907,2.6083038386460453
Adıyaman,Gerger,840.3000000000001,209.06388497299102,630.4,1124.4,0.2283011111111111,0.23982,0.00976639235488876,0.2779976770486291,0.3954870462524529,0.34949516320509655,0.7220023229513709,3.4517,2.6083038386460453
Adıyaman,Gölbaşı,747.4,157.6469853818969,561.4,949.6,0.25755972222222223,0.2747583333333333,0.014968440333532375,0.2354051410581654,0.43225903108110697,0.39056188315682655,0.7645948589418345,3.5502,2.6083038386460453
Adıyaman,Kahta,665.0,147.4346227993954,483.8,836.5,0.20333472222222224,0.221075,0.01436856054048779,0.1976266161322859,0.36410949145458144,0.32746218131810007,0.8023733838677141,2.9851,2.6083038386460453
Adıyaman,Merkez,772.0333333333333,182.6561213501115,504.8,986.2,0.25445833333333334,0.2680416666666667,0.013088399231550215,0.24669896384142792,0.42836123071263116,0.3826670741406804,0.7533010361585721,3.5564,2.6083038386460453
Adıyaman,Samsat,622.3000000000001,114.60246070656599,440.0,749.9,0.1226125,0.13589166666666666,0.011787334009671383,0.17804963780297703,0.26265845812909444,0.22733719650042508,0.821950362197023,2.2598,2.6083038386460453
Adıyaman,Sincik,846.6999999999999,185.3716806850496,599.3,1071.8,0.2682263888888889,0.2983,0.019633706431561534,0.28093193141180417,0.445664811121364,0.41823289490696663,0.7190680685881958,3.8252,2.6083038386460453
Adıyaman,Tut,823.1333333333333,196.76664012648757,558.8,1046.9,0.21713194444444447,0.22793333333333332,0.012425291653928507,0.2701271510224042,0.38144972829311186,0.3355235061571674,0.7298728489775959,3.333,2.6083038386460453
Adıyaman,Çelikhan,1022.7333333333332,233.37470014263897,760.6,1382.3,0.16645833333333335,0.1932,0.020466834282701254,0.3616392089739278,0.31776354538051044,0.2946977443962528,0.6383607910260722,3.2851,2.6083038386460453
Afyonkarahisar,Bayat,469.3500000000001,87.57942109879467,406.0,639.7,0.2545463383838384,0.2786666666666667,0.01373826197714203,0.10792554329553444,0.428471834745397,0.39515576085977017,0.8920744567044656,3.0962,3.61113039613208
Afyonkarahisar,Başmakçı,369.5,99.29020092637539,304.5,566.8,0.27406085858585855,0.3293333333333333,0.032837923427480584,0.06214659045756027,0.45299752525346904,0.45470965517511586,0.9378534095424398,3.1654,3.61113039613208
Afyonkarahisar,Bolvadin,377.2,58.981115621866635,331.8,491.1,0.30592929292929294,0.34075833333333333,0.02211758261874131,0.06567686523825532,0.493049514725543,0.46813866654129005,0.9343231347617447,3.3849,3.61113039613208
Afyonkarahisar,Dazkırı,396.63333333333327,114.441350335736,327.9,627.8,0.25869166666666665,0.29899166666666666,0.02796146060482513,0.07458660635143805,0.43368164966610817,0.41904588392475833,0.925413393648562,3.0507,3.61113039613208
Afyonkarahisar,Dinar,492.55,146.15479123176223,392.2,787.7,0.3077708333333333,0.3479083333333333,0.023398853099861287,0.11856221536204418,0.4953639477497753,0.4765428180746069,0.8814377846379559,3.5972,3.61113039613208
Afyonkarahisar,Emirdağ,400.43333333333334,63.10678780184162,329.8,493.2,0.2394385101010101,0.28549166666666664,0.02399953969378304,0.0763288198795733,0.4094844388536248,0.403177905505209,0.9236711801204267,2.9162,3.61113039613208
Afyonkarahisar,Evciler,387.29999999999995,100.97884927052792,303.0,588.3,0.24848505050505051,0.309375,0.037824390680066954,0.07030748540514102,0.4208540573644245,0.4312505142400414,0.929692514594859,3.0024,3.61113039613208
Afyonkarahisar,Hocalar,535.5166666666667,149.00805906616816,418.3,833.5,0.3164730050505051,0.35946666666666666,0.02599288772723261,0.1382614542898187,0.5063007664916144,0.49012855021529517,0.8617385457101813,3.7425,3.61113039613208
Afyonkarahisar,Kızılören,547.1666666666666,101.68824251931325,449.1,742.0,0.28005138888888886,0.34132500000000005,0.03539968628889038,0.1436027141852859,0.4605263750878677,0.4688047298329749,0.8563972858147141,3.5126,3.61113039613208
Afyonkarahisar,Merkez,436.8333333333333,110.11658670094468,353.4,656.8,0.24608611111111112,0.28084166666666666,0.02097213738025517,0.09301739157013171,0.41783908981645024,0.3977122684940309,0.9069826084298683,3.0013,3.61113039613208
Afyonkarahisar,Sandıklı,485.40000000000003,91.71420827767089,422.7,665.3,0.2914541666666666,0.3374,0.02436966166614183,0.1152841030656845,0.47485729359444456,0.4641912620332169,0.8847158969343155,3.4687,3.61113039613208
Afyonkarahisar,Sinanpaşa,532.3166666666667,131.48390649302544,437.3,793.9,0.30606815656565656,0.35544166666666666,0.030689676182722045,0.13679432710823117,0.4932240374159818,0.4853975418346517,0.8632056728917689,3.6691,3.61113039613208
Afyonkarahisar,Sultandağı,438.3333333333333,102.22276980529665,349.09999999999997,634.1,0.4279175084175084,0.45308333333333334,0.020458672188567846,0.09370510743650087,0.6463633132572769,0.6001661240209849,0.9062948925634992,4.4369,3.61113039613208
Afyonkarahisar,Çay,426.6333333333334,53.40672866471664,376.4,527.9,0.3839050084175084,0.41333333333333333,0.024428990594822092,0.0883409236788214,0.5910487606927319,0.5534437431189785,0.9116590763211786,4.0758,3.61113039613208
Afyonkarahisar,Çobanlar,417.2833333333333,59.79600042366265,374.0,535.8,0.2942888888888889,0.317725,0.014566646325945617,0.08405416144512023,0.47841994946191396,0.44106515274398483,0.9159458385548798,3.3292,3.61113039613208
Afyonkarahisar,İhasaniye,480.95000000000005,133.11396245323024,382.3,742.3,0.2811917929292929,0.34874999999999995,0.035088393539841105,0.11324387932878931,0.46195962562436865,0.4775321179637269,0.8867561206712107,3.4302,3.61113039613208
Afyonkarahisar,İscehisar,400.23333333333335,72.3943275862596,346.8,542.1,0.21912222222222222,0.2533916666666667,0.019423635849902816,0.07623712443072407,0.3839510932407275,0.36544737904094726,0.9237628755692759,2.7255,3.61113039613208
Afyonkarahisar,Şuhut,457.5,82.88594573267532,406.4,624.0,0.3055791666666667,0.34534166666666666,0.024064757974866263,0.102492587951218,0.49260947888212875,0.4735259431652111,0.897507412048782,3.5225,3.61113039613208
Aksaray,Ağaçören,434.55,47.371753186894,371.7,501.2,0.22448573232323232,0.24806666666666666,0.019553587856847424,0.09197053519576977,0.3906919091773999,0.35918834310879166,0.9080294648042302,2.7984,2.648886824633134
Aksaray,Eskil,373.25,70.83817473650774,288.2,475.6,0.1451611111111111,0.16074166666666667,0.009087448099602165,0.06386588012348318,0.29099736945117427,0.25654603085048444,0.9361341198765168,2.0461,2.648886824633134
Aksaray,Gülağaç,380.81666666666666,25.384437489664162,353.7,417.8,0.22229136363636362,0.23508,0.009304030473824304,0.06733502460494542,0.3879340444327071,0.3439237396711215,0.9326649753950546,2.6692,2.648886824633134
Aksaray,Güzelyurt,462.8333333333333,10.642869287305302,446.9,478.4,0.22990469696969695,0.24827272727272726,0.015897119157039525,0.10493779992053058,0.39750241993644053,0.35943054794213153,0.8950622000794695,2.8749,2.648886824633134
Aksaray,Merkez,373.6666666666667,46.150348499948166,339.6,458.6,0.20339017676767676,0.21755999999999998,0.01218855168584438,0.06405691230858575,0.3641791862769498,0.32333062989997297,0.9359430876914142,2.5097,2.648886824633134
Aksaray,Ortaköy,431.2166666666667,44.03863833801708,384.4,501.6,0.22078244949494952,0.24635833333333335,0.017383972083596873,0.0904422777149494,0.38603765339401047,0.35718035818533017,0.9095577222850506,2.7681,2.648886824633134
Aksaray,Sarıyahşi,359.48333333333335,59.57299444099368,282.3,459.9,0.2248486111111111,0.24783333333333335,0.01814100206765103,0.05755417672769507,0.3911479722909853,0.35891408175339207,0.942445823272305,2.6794,2.648886824633134
Aksaray,Sultanhanı,321.8,43.42566061673673,285.4,386.4,0.24040277777777777,0.26455,0.02105744633844037,0.040277225907020806,0.4106963226387508,0.3785629488580933,0.9597227740929792,2.7462,2.648886824633134
Amasya,Göynücek,482.34999999999997,119.1019857097269,329.6,643.1,0.3585898484848485,0.39680000000000004,0.03052032657135305,0.11388574747073382,0.5592328732794974,0.5340103670792341,0.8861142525292662,3.9832,4.6702262683155285
Amasya,Gümüşhacıköy,514.4833333333333,126.11772939070329,337.5,711.1,0.33830071428571423,0.38998,0.03910689748977167,0.1286181495858422,0.5337336541906677,0.5259940994628396,0.8713818504141578,3.904,4.6702262683155285
Amasya,Hamamözü,581.4166666666666,109.23123027168864,413.6,744.9,0.33229125,0.37903000000000003,0.0377117045739781,0.15930555980071517,0.526181008280599,0.5131234058558718,0.8406944401992849,3.9516,4.6702262683155285
Amasya,Merkez,490.3333333333333,138.7079473810591,287.2,714.5,0.3387862121212121,0.37559,0.030313981665813255,0.11754592413729863,0.5343438239274838,0.5090800098734087,0.8824540758627014,3.8341,4.6702262683155285
Amasya,Merzifon,529.1666666666666,120.51550384355811,336.8,688.6,0.2818733207070707,0.3417875,0.03352678896470381,0.1353501237888559,0.46281616420063876,0.46934835501957056,0.8646498762111441,3.4951,4.6702262683155285
Amasya,Suluova,468.38333333333327,123.55315320406298,280.2,640.8,0.2856758068783069,0.32231428571428566,0.01894493545492631,0.10748234862609647,0.46759509793979925,0.44645942583105386,0.8925176513739035,3.3733,4.6702262683155285
Amasya,Taşova,723.4833333333332,141.80254464101364,527.9,947.8,0.37034219696969695,0.43681818181818177,0.03463847266488542,0.22443989363327924,0.5740031294117781,0.5810479704481608,0.7755601063667208,4.5306,4.6702262683155285
Ankara,Akyurt,442.55,73.03256123127545,325.6,540.3,0.25148383838383837,0.26698181818181815,0.013172656548620062,0.09563835314973865,0.42462290961665133,0.3814213220750828,0.9043616468502613,3.0084,3.0946192947436955
Ankara,Altındağ,422.6166666666666,86.18072677035548,283.0,537.5,0.21711931818181818,0.23055,0.008138422483008454,0.08649937341443283,0.3814338597087839,0.33859915135700597,0.9135006265855672,2.6964,3.0946192947436955
Ankara,Ayaş,496.75,99.46056002255368,333.2,638.4,0.2514445075757576,0.28105454545454545,0.01784890582822395,0.12048781978787783,0.4245734789764698,0.39796248745788576,0.8795121802121222,3.1282,3.0946192947436955
Ankara,Bala,402.2,77.0691118412558,291.3,526.3,0.1898,0.20211666666666664,0.009896684349372326,0.07713879634440808,0.34709916248422923,0.305178446191881,0.9228612036555919,2.4423,3.0946192947436955
Ankara,Beypazarı,477.7833333333333,107.4256285374522,313.3,601.0,0.23433474747474747,0.24804545454545454,0.00852202759776711,0.11179203472200992,0.4030700714337471,0.35916341025830073,0.8882079652779901,2.9234,3.0946192947436955
Ankara,Elmadağ,435.56666666666666,72.54782330757186,321.0,545.4,0.21860555555555558,0.23909999999999998,0.013109508494332003,0.09243665372741997,0.38330175077002754,0.3486488710227206,0.9075633462725801,2.7457,3.0946192947436955
Ankara,Etimesgut,393.81666666666666,73.37949077682856,265.7,482.6,0.20659823232323235,0.21940909090909091,0.007881544078900163,0.07329522878014486,0.36821104444582814,0.32550406209562033,0.9267047712198552,2.5645,3.0946192947436955
Ankara,Evren,367.3,56.86939422923369,291.0,462.2,0.1733611111111111,0.2054666666666667,0.02269847257873111,0.061137940520218835,0.32643890043260393,0.30911605565154704,0.9388620594797812,2.3012,3.0946192947436955
Ankara,Gölbaşı,435.2166666666667,78.4719928806875,322.40000000000003,558.7,0.19091737373737375,0.2203909090909091,0.0196118508794781,0.09227618669193385,0.34850346872291604,0.3266580968897694,0.9077238133080662,2.5445,3.0946192947436955
Ankara,Güdül,435.48333333333335,87.00345778569184,275.6,518.0,0.30047215909090913,0.33952727272727273,0.033893667852360136,0.09239844729039948,0.4861910332360789,0.46669167075387324,0.9076015527096005,3.4446,3.0946192947436955
Ankara,Haymana,407.8833333333334,76.43358991089366,331.0,547.9,0.21454707070707071,0.23604545454545453,0.01936542453252091,0.07974447534920684,0.3782010799723241,0.34505854055203466,0.9202555246507932,2.6711,3.0946192947436955
Ankara,Kahramankazan,472.40000000000003,107.18111774001987,328.5,649.8,0.26813705808080807,0.2868090909090909,0.017936605915007096,0.10932389889048506,0.4455525408872437,0.4047264136124815,0.8906761011095149,3.1971,3.0946192947436955
Ankara,Kalecik,471.7,81.89764343373993,347.4,587.8,0.24972941919191918,0.260525,0.010752906630949946,0.10900296481951276,0.4224179698242819,0.37383194047744983,0.8909970351804872,3.0301,3.0946192947436955
Ankara,Keçiören,422.6166666666666,86.18072677035548,283.0,537.5,0.1937501893939394,0.20427272727272727,0.008050972889745602,0.08649937341443283,0.35206372843415185,0.30771269235248927,0.9135006265855672,2.5025,3.0946192947436955
Ankara,Kızılcahamam,529.8166666666667,91.8086143380166,407.5,671.2,0.4464669191919192,0.466725,0.014082314605000878,0.1356481339976159,0.6696760620746012,0.6162006182634554,0.8643518660023841,4.7207,3.0946192947436955
Ankara,Mamak,417.5833333333333,74.47639670839794,287.8,513.7,0.2028602904040404,0.21504545454545454,0.008612198590115874,0.08419170461839408,0.3635132293984585,0.32037501856606904,0.9158082953816059,2.5712,3.0946192947436955
Ankara,Nallıhan,429.36666666666673,94.57582495895379,304.8,555.4,0.3678847222222223,0.38633333333333336,0.013149301224216639,0.08959409481309412,0.5709145951068595,0.5217077862798798,0.9104059051869059,3.9261,3.0946192947436955
Ankara,Polatlı,390.98333333333335,95.04559782897192,284.7,565.6,0.20770750000000002,0.22397272727272724,0.010730349727226736,0.07199620992144755,0.3696051630533764,0.3308681867869427,0.9280037900785525,2.5769,3.0946192947436955
Ankara,Pursaklar,458.48333333333335,74.5378673337698,335.5,555.0,0.25847796717171717,0.2819181818181818,0.014369182094959035,0.10294342390806001,0.4334130738763575,0.39897761065644277,0.89705657609194,3.1086,3.0946192947436955
Ankara,Sincan,402.40000000000003,78.0447820164808,281.2,519.6,0.19493011363636362,0.20800909090909092,0.008775646880809005,0.07723049179325732,0.3535466476395993,0.3121044358746676,0.9227695082067426,2.4855,3.0946192947436955
